Rk,Player,Pos,Squad,Age,Born,Nineties,CrdY,CrdR,2CrdY,FoulsPer90,Fld,Off,Crs,Int,TklW,OG,Matches,-9999,Position
302,Hamdy Fathy,DFMF,Egypt,31,1994,2.6,0.38,0.0,0.0,1.15,0.77,0.38,0.38,0.77,1.15,0.0,Matches,c8ef4955,DF
303,Ahmed Fatouh,DF,Egypt,28,1998,3.0,0.33,0.0,0.0,0.67,1.0,0.0,2.67,1.33,1.67,0.0,Matches,de13286d,DF
304,Abbosbek Fayzullayev,MF,Uzbekistan,22,2003,2.4,0.0,0.0,0.0,2.5,1.67,0.0,4.17,0.42,2.5,0.0,Matches,ef1d36a1,MF
305,João Félix,MF,Portugal,26,1999,2.2,0.0,0.0,0.0,1.36,2.73,0.0,1.82,1.36,1.82,0.0,Matches,8aafd64f,MF
306,Lewis Ferguson,MF,Scotland,26,1999,3.0,0.0,0.0,0.0,1.67,3.33,0.0,3.0,1.33,2.33,0.0,Matches,ee64a822,MF
307,Bruno Fernandes,MF,Portugal,31,1994,4.7,0.0,0.0,0.0,0.43,1.7,0.21,4.68,0.0,1.06,0.0,Matches,507c7bdf,MF
308,Enzo Fernández,MF,Argentina,25,2001,7.3,0.27,0.14,0.14,1.64,0.82,0.14,0.68,0.82,0.96,0.0,Matches,5ff4ab71,MF
310,Álvaro Fidalgo,MF,Mexico,29,1997,1.1,0.0,0.0,0.0,0.0,1.82,0.0,3.64,0.91,0.0,0.0,Matches,c705cdc4,MF
311,Sherel Floranus,DF,Curaçao,27,1998,3.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,1.33,2.0,0.0,Matches,5ad49fbb,DF
312,Seko Fofana,MF,Côte d'Ivoire,31,1995,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches,5313ed43,MF
314,Deveron Fonville,DF,Curaçao,23,2003,2.7,0.0,0.0,0.0,0.74,1.11,0.0,0.0,1.85,1.11,0.0,Matches,21932982,DF
317,Alan Franco,DF,Ecuador,27,1998,2.8,0.71,0.0,0.0,2.5,0.0,0.0,1.79,1.43,2.14,0.0,Matches,c76b161b,DF
318,Alex Freeman,DF,USA,21,2004,4.2,0.0,0.0,0.0,0.24,0.24,0.0,0.95,1.67,1.43,0.0,Matches,754f150b,DF
320,Remo Freuler,MF,Switzerland,34,1992,6.6,0.0,0.0,0.0,1.21,0.45,0.15,0.76,1.21,0.76,0.0,Matches,98d2c2c4,MF
322,Juriën Gaari,DF,Curaçao,32,1993,1.8,0.56,0.0,0.0,2.22,0.56,0.0,0.0,1.11,1.11,0.0,Matches,bf7a9d1a,DF
323,Jassem Gaber,MF,Qatar,24,2002,1.7,0.59,0.0,0.0,4.12,0.0,0.0,0.0,0.0,1.18,0.0,Matches,af9ef8aa,MF
325,Matías Galarza,MF,Paraguay,24,2002,4.3,0.47,0.0,0.0,2.33,2.09,0.0,0.93,1.63,2.56,0.0,Matches,8e97a57b,MF
327,Jesús Gallardo,DF,Mexico,31,1994,4.1,0.0,0.0,0.0,1.71,0.73,0.0,3.9,1.71,0.24,0.0,Matches,d0846b6c,DF
329,Ben Gannon-Doak,MF,Scotland,20,2005,2.1,0.0,0.0,0.0,1.43,0.48,0.0,2.86,0.0,0.48,0.0,Matches,733f1a7d,MF
334,Ismaël Gharbi,MF,Tunisia,22,2004,1.4,0.0,0.0,0.0,0.0,1.43,0.0,0.71,0.71,0.71,0.0,Matches,5b3cfa12,MF
337,Saman Ghoddos,MF,IR Iran,32,1993,2.3,0.0,0.0,0.0,1.3,0.0,0.43,0.43,2.17,1.74,0.0,Matches,f7b1d4e0,MF
338,Mohammad Ghorbani,MF,IR Iran,25,2001,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,Matches,4a078e18,MF
339,Lee Gi-hyuk,DF,Korea Republic,25,2000,3.0,0.33,0.0,0.0,0.67,0.33,0.0,0.67,1.67,1.33,0.0,Matches,18c8c3c7,DF
345,Diego Gómez,MF,Paraguay,23,2003,3.4,0.59,0.0,0.0,1.47,0.29,0.0,0.29,2.65,1.76,0.0,Matches,916728da,MF
346,Gustavo Gómez,DF,Paraguay,33,1993,5.3,0.0,0.0,0.0,0.57,0.38,0.19,0.0,0.38,0.57,0.0,Matches,d5ce52a5,DF
348,Nicolás González,MF,Argentina,28,1998,2.9,0.0,0.0,0.0,1.38,1.03,0.69,2.07,0.34,1.03,0.0,Matches,2374aaca,MF
349,Anthony Gordon,MF,England,25,2001,4.4,0.0,0.0,0.0,0.91,2.27,0.0,1.82,0.68,0.68,0.0,Matches,2bd83368,MF
350,Leon Goretzka,MF,Germany,31,1995,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.0,Matches,cc86b9a3,MF
354,Ryan Gravenberch,MF,Netherlands,24,2002,3.8,0.0,0.0,0.0,1.32,0.79,0.0,1.05,1.58,0.26,0.0,Matches,b8e740fb,MF
356,Florian Grillitsch,DFMF,Austria,30,1995,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,Matches,ffbbc83b,DF
358,Gabriel Gudmundsson,MFDF,Sweden,27,1999,3.7,0.27,0.0,0.0,1.35,1.89,0.0,1.08,1.35,0.81,0.0,Matches,d5d22a58,MF
360,Marc Guéhi,DF,England,25,2000,7.4,0.14,0.0,0.0,0.54,1.76,0.0,0.0,0.81,0.14,0.0,Matches,d0706b27,DF
362,Idrissa Gueye,MF,Senegal,36,1989,4.0,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0.5,1.0,0.0,Matches,72c812f3,MF
363,Pape Gueye,MF,Senegal,27,1999,2.6,0.38,0.0,0.0,1.54,0.77,0.0,1.15,1.54,0.38,0.0,Matches,7155e3e1,MF
364,Bruno Guimarães,MF,Brazil,28,1997,4.6,0.0,0.0,0.0,0.87,1.52,0.0,3.48,0.43,1.3,0.0,Matches,82518f62,MF
366,Arda Güler,MF,Türkiye,21,2005,3.0,0.0,0.0,0.0,1.0,3.33,0.67,4.67,0.67,1.0,0.0,Matches,3741ca58,MF
368,Malo Gusto,DF,France,23,2003,1.3,0.0,0.0,0.0,3.08,1.54,0.0,1.54,1.54,2.31,0.0,Matches,d56b9520,DF
369,Brian Gutiérrez,MF,Mexico,22,2003,2.2,0.45,0.0,0.0,2.27,1.36,0.0,2.27,0.91,0.45,0.0,Matches,d88f31db,MF
370,Jorge Gutiérrez,DF,Panama,27,1998,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,Matches,56f6d192,DF
371,Joško Gvardiol,DF,Croatia,24,2002,1.5,0.0,0.0,0.0,1.33,2.0,0.0,0.0,1.33,1.33,0.0,Matches,5ad50391,DF
373,Aziz Gʻaniyev,MF,Uzbekistan,28,1998,1.4,0.0,0.0,0.0,1.43,0.71,0.0,4.29,0.0,4.29,0.0,Matches,0c492054,MF
375,Ihsan Haddad,DF,Jordan,32,1994,2.9,0.0,0.0,0.0,1.03,0.34,0.0,2.76,0.69,0.34,0.0,Matches,85660a5d,DF
376,Anis Hadj Moussa,MF,Algeria,24,2002,1.1,0.0,0.0,0.0,0.0,1.82,0.0,4.55,0.91,0.0,0.0,Matches,7bc7eef2,MF
377,Jaouen Hadjam,DF,Algeria,23,2003,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.83,0.0,Matches,576817b7,DF
380,Karim Hafez,DF,Egypt,30,1996,1.9,0.0,0.0,0.0,0.53,1.05,0.0,1.58,1.58,0.53,0.0,Matches,d2debf23,DF
381,Ehsan Hajsafi,DF,IR Iran,36,1990,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,Matches,b060e3b8,DF
382,Achraf Hakimi,DF,Morocco,27,1998,6.3,0.16,0.0,0.0,1.11,2.54,0.0,5.56,0.79,1.59,0.0,Matches,e42d61c7,DF
383,Redouane Halhal,DF,Morocco,23,2003,2.0,0.5,0.0,0.0,1.5,2.5,0.5,0.0,0.5,0.5,0.0,Matches,e17c2cec,DF
386,Mohamed Amine Ben Hamida,DF,Tunisia,30,1995,2.2,0.0,0.0,0.0,1.36,0.45,0.0,0.45,0.45,4.09,0.0,Matches,2a5e8f82,DF
388,Lee Han-beom,DF,Korea Republic,23,2002,3.0,0.0,0.0,0.0,2.33,0.67,0.0,0.67,1.0,0.67,0.0,Matches,071f2dd3,DF
389,Grant Hanley,DF,Scotland,34,1991,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,Matches,e9254eec,DF
391,Mohamed Hany,DF,Egypt,30,1996,5.3,0.0,0.0,0.0,0.38,0.19,0.0,2.83,1.13,1.7,0.38,Matches,9bcf1513,DF
392,Moteb Al-Harbi,DF,Saudi Arabia,26,2000,2.1,0.0,0.0,0.0,0.0,1.9,0.0,0.48,1.9,0.48,0.0,Matches,1d88554c,DF
393,Saleh Hardani,DF,IR Iran,27,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,Matches,3a9b682b,DF
394,Carlos Harvey,MF,Panama,26,2000,3.0,0.33,0.0,0.0,2.67,1.0,0.0,0.0,0.0,1.0,0.0,Matches,3f18600c,MF
395,Akam Hashim,DF,Iraq,27,1998,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67,0.33,0.0,Matches,f8416e89,DF
396,Haissem Hassan,MF,Egypt,24,2002,1.4,1.43,0.0,0.0,1.43,1.43,0.0,6.43,0.0,0.71,0.0,Matches,e0979e74,MF
402,Jan Paul van Hecke,DF,Netherlands,26,2000,4.3,0.0,0.0,0.0,0.93,0.47,0.0,0.23,0.93,0.7,0.0,Matches,4fd08daa,DF
404,Torbjørn Heggem,DF,Norway,27,1999,4.9,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.41,1.43,0.0,Matches,834fea76,DF
408,Jack Hendry,DF,Scotland,31,1995,3.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.67,0.0,Matches,ffed43e3,DF
410,Theo Hernández,DF,France,28,1997,2.9,0.0,0.0,0.0,0.69,1.38,0.0,2.07,1.03,0.34,0.0,Matches,d4c9725f,DF
411,Lucas Herrington,DF,Australia,18,2007,2.3,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.87,0.43,0.0,Matches,6f808c85,DF
414,Isak Hien,DF,Sweden,27,1999,2.4,0.42,0.0,0.0,1.25,1.25,0.0,0.0,0.42,1.25,0.0,Matches,12806697,DF
415,Piero Hincapié,DF,Ecuador,24,2002,3.8,0.26,0.26,0.0,1.32,1.05,0.0,3.68,1.05,1.32,0.0,Matches,0c7a48f8,DF
417,Tomáš Holeš,DF,Czechia,33,1993,1.7,0.0,0.0,0.0,1.18,1.18,0.0,0.0,2.35,1.76,0.0,Matches,e03c2d97,DF
419,Robin Hranáč,DF,Czechia,26,2000,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.0,Matches,95d5aea2,DF
427,Yasser Ibrahim,DF,Egypt,33,1993,5.2,0.38,0.0,0.0,1.15,0.58,0.0,0.0,0.58,1.15,0.0,Matches,0b89ad1b,DF
429,Hwang In-beom,MF,Korea Republic,29,1996,2.9,0.0,0.0,0.0,0.34,0.34,0.0,0.69,1.38,0.69,0.0,Matches,92fa5d28,MF
